"system_name","namespace","type_name","system_kind","side_hint","purpose_hint","tick_hint","tick_semantics","evidence","needs_runtime_verification","source"
"ProjectM.FinalizePersistenceLoadSystem","ProjectM","FinalizePersistenceLoadSystem","system","shared/unknown","persistence","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.FixGlobalVersionOverflowSystem","ProjectM","FixGlobalVersionOverflowSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.FluffGroup","ProjectM","FluffGroup","group","shared/unknown","scheduling/group boundary","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.FlyLastValidPositionSystem","ProjectM","FlyLastValidPositionSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ForceCastOnGameplayEvents","ProjectM","ForceCastOnGameplayEvents","type/reference","shared/unknown","ability/casting","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ForceCastOnGameplayEvents_Initialize","ProjectM","ForceCastOnGameplayEvents_Initialize","type/reference","shared/unknown","ability/casting","initialization/baking hint","initialization","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ForceJoinClanEventSystem_Server","ProjectM","ForceJoinClanEventSystem_Server","type/reference","server","events/timing","server-world hint","server_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ForgeSystem_Events","ProjectM","ForgeSystem_Events","type/reference","shared/unknown","events/timing","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ForgeSystem_Update","ProjectM","ForgeSystem_Update","type/reference","shared/unknown","events/timing","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.FreeCameraSystem","ProjectM","FreeCameraSystem","system","shared/unknown","presentation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.FusionForgeSystem_Events","ProjectM","FusionForgeSystem_Events","type/reference","shared/unknown","events/timing","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.FusionForgeSystem_Update","ProjectM","FusionForgeSystem_Update","type/reference","shared/unknown","events/timing","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.GallopBuffSystem_Destroy","ProjectM","GallopBuffSystem_Destroy","type/reference","shared/unknown","buffs/effects","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.GallopBuffSystem_Server","ProjectM","GallopBuffSystem_Server","type/reference","server","buffs/effects","server-world hint","server_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.GallopBuffSystem_Spawn","ProjectM","GallopBuffSystem_Spawn","type/reference","shared/unknown","buffs/effects","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.GameDataManager","ProjectM","GameDataManager","type/reference","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.GameDataSubSceneSystem","ProjectM","GameDataSubSceneSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.GameDataSystem","ProjectM","GameDataSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.CheckBadDestroyedSystem","ProjectM.Gameplay","CheckBadDestroyedSystem","system","shared/unknown","unknown; research required","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.CheckBadSpawnsBeginSystem_Server","ProjectM.Gameplay","CheckBadSpawnsBeginSystem_Server","type/reference","server","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.CheckBadSpawnsEndSystem_Server","ProjectM.Gameplay","CheckBadSpawnsEndSystem_Server","type/reference","server","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.CheckSpawnTagWithoutPrefabGuidSystem","ProjectM.Gameplay","CheckSpawnTagWithoutPrefabGuidSystem","system","shared/unknown","presentation","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.Clan.ClanSystem_Client","ProjectM.Gameplay.Clan","ClanSystem_Client","type/reference","client","unknown; research required","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.Clan.ClanSystem_InviteReceived_Client","ProjectM.Gameplay.Clan","ClanSystem_InviteReceived_Client","type/reference","client","unknown; research required","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.Clan.ClanSystem_Server","ProjectM.Gameplay.Clan","ClanSystem_Server","type/reference","server","unknown; research required","server-world hint","server_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.Clan.UpdateClanStatusSystem","ProjectM.Gameplay.Clan","UpdateClanStatusSystem","system","shared/unknown","buffs/effects","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.DashStopOnMapCollisionSystem","ProjectM.Gameplay","DashStopOnMapCollisionSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.DashUpdateLastTranslationSystem","ProjectM.Gameplay","DashUpdateLastTranslationSystem","system","shared/unknown","events/timing","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.Destroy_KnockbackSystem","ProjectM.Gameplay","Destroy_KnockbackSystem","system","shared/unknown","unknown; research required","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.EntityMetadataSystem","ProjectM.Gameplay","EntityMetadataSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.ForceCraftingStationsEventSystem","ProjectM.Gameplay","ForceCraftingStationsEventSystem","system","shared/unknown","events/timing","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.InventoryRouteTransferEventSystem","ProjectM.Gameplay","InventoryRouteTransferEventSystem","system","shared/unknown","inventory/items","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.KnockbackEventSystem","ProjectM.Gameplay","KnockbackEventSystem","system","shared/unknown","events/timing","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.KnockbackSystem","ProjectM.Gameplay","KnockbackSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.KnockbackSystemSpawn","ProjectM.Gameplay","KnockbackSystemSpawn","type/reference","shared/unknown","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.RemoveMetadataEntitySystem","ProjectM.Gameplay","RemoveMetadataEntitySystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.SetupEntityMetadataOnLoadSystem","ProjectM.Gameplay","SetupEntityMetadataOnLoadSystem","system","shared/unknown","persistence","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.Spawn_DashSystem","ProjectM.Gameplay","Spawn_DashSystem","system","shared/unknown","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.SyncAbilityGroupSlotBufferSystem","ProjectM.Gameplay","SyncAbilityGroupSlotBufferSystem","system","shared/unknown","ability/casting","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Gameplay.Systems.AbilitySpawnSystem","ProjectM.Gameplay.Systems","AbilitySpawnSystem","system","shared/unknown","ability/casting","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
